symbol,interval,open_time,open,high,low,close,volume,close_time,quote_volume,trade_count,taker_buy_base_volume,taker_buy_quote_volume
BNBUSDT,1h,2026-01-05T01:00:00+00:00,513.40487709,513.67780302,511.50708625,511.9255764,5756.51490971,2026-01-05T01:59:59+00:00,2951165.02145094,6627.0,3415.38129709,1750947.22709617
BNBUSDT,1h,2026-01-05T02:00:00+00:00,511.9255764,517.28339043,511.70353047,516.56380939,4836.45682594,2026-01-05T02:59:59+00:00,2487122.25515479,5281.0,2641.52844011,1358391.98145518
BNBUSDT,1h,not_a_date,516.56380939,516.76860879,516.47199809,516.62918361,4716.93893781,2026-01-05T03:59:59+00:00,2436754.12947774,5352.0,2270.81675924,1173095.9820183
BNBUSDT,1h,2026-01-05T04:00:00+00:00,516.62918361,517.23589483,515.54921165,515.74295584,3894.26348905,2026-01-05T04:59:59+00:00,2010164.56489034,4474.0,2066.99348242,1066953.24184189
BNBUSDT,1h,2026-01-05T05:00:00+00:00,515.74295584,516.21271403,513.97515633,514.47002047,5525.92837461,2026-01-05T05:59:59+00:00,2846441.55884815,4924.0,2708.8519343,1395347.20680924
BNBUSDT,1h,2026-01-05T06:00:00+00:00,514.47002047,517.70409713,507.8971518,508.37885378,4269.26221323,2026-01-05T06:59:59+00:00,2183405.02434057,3961.0,2206.59818551,1128508.23498778
BNBUSDT,1h,2026-01-05T07:00:00+00:00,508.37885378,509.79079471,503.10674201,504.34257212,6027.7382881,2026-01-05T07:59:59+00:00,3052209.85702326,5680.0,3066.74031268,1552876.81115543
BNBUSDT,1h,2026-01-05T08:00:00+00:00,504.34257212,509.79238211,504.27689957,508.92041184,5787.77288895,2026-01-05T08:59:59+00:00,2932268.01396788,3872.0,2387.76535414,1209717.12386661
BNBUSDT,1h,2026-01-05T09:00:00+00:00,508.92041184,510.03963118,507.17471001,507.22606098,4963.95643657,2026-01-05T09:59:59+00:00,2522053.41213235,5621.0,2000.60164619,1016452.15314738
BNBUSDT,1h,2026-01-05T10:00:00+00:00,507.22606098,508.93790706,504.97585508,508.6414216,3217.5529977,2026-01-05T10:59:59+00:00,1634303.73192659,5211.0,1470.17802191,746753.02303268
BNBUSDT,1h,2026-01-05T11:00:00+00:00,508.6414216,509.49119205,502.96070855,504.58499544,4730.85178524,2026-01-05T11:59:59+00:00,2396712.00196847,5971.0,2281.55774632,1155867.29029689
BNBUSDT,1h,2026-01-05T12:00:00+00:00,504.58499544,505.81209765,498.74016681,499.40196057,3899.38689981,2026-01-05T12:59:59+00:00,1957466.79193197,4877.0,1643.41665004,824984.43996989
BNBUSDT,1h,2026-01-05T13:00:00+00:00,499.40196057,500.70877271,497.63469371,497.71205876,3150.43949866,2026-01-05T13:59:59+00:00,1570673.69557759,4260.0,1609.0958938,802226.03707305
BNBUSDT,1h,2026-01-05T14:00:00+00:00,497.71205876,499.12628215,496.84094695,498.49257987,3778.10716038,2026-01-05T14:59:59+00:00,1881883.93920221,1894.0,1864.3757632,928649.89172432
BNBUSDT,1h,2026-01-05T15:00:00+00:00,498.49257987,498.5389746,498.14003164,498.52559145,,2026-01-05T15:59:59+00:00,2007213.28478135,5027.0,1770.39560069,882558.29215871
BNBUSDT,1h,2026-01-05T16:00:00+00:00,498.52559145,500.54585239,497.26701615,499.63439778,7104.67495626,2026-01-05T16:59:59+00:00,3545801.13891974,4627.0,2942.86176144,1468723.43205863
BNBUSDT,1h,2026-01-05T17:00:00+00:00,499.63439778,503.25699172,498.35215241,502.06062549,1750.55711735,2026-01-05T17:59:59+00:00,876762.17620588,4151.0,916.32065473,458936.91978366
BNBUSDT,1h,2026-01-05T18:00:00+00:00,502.06062549,502.89378828,499.53739066,500.09585899,3211.31753028,2026-01-05T18:59:59+00:00,1609121.34335555,5639.0,1796.56602707,900220.1469151
BNBUSDT,1h,2026-01-05T19:00:00+00:00,500.09585899,502.32999392,499.87162828,501.73831584,3053.4169396,2026-01-05T19:59:59+00:00,1529508.72004772,3482.0,1505.75633036,754259.07535992
BNBUSDT,1h,2026-01-05T20:00:00+00:00,501.73831584,502.59464671,499.69259722,499.93010349,4270.5734047,2026-01-05T20:59:59+00:00,2138849.25595085,1781.0,2199.50542452,1101587.56094057
BNBUSDT,1h,2026-01-05T21:00:00+00:00,499.93010349,504.94065766,498.75440644,504.17963369,5957.42674866,2026-01-05T21:59:59+00:00,2990955.1034268,4767.0,2878.86297227,1445347.17122904
BNBUSDT,1h,2026-01-05T22:00:00+00:00,504.17963369,508.52439251,503.95573166,506.74415252,6443.20026291,2026-01-05T22:59:59+00:00,3256792.20253437,4605.0,3612.02826874,1825742.64666125
BNBUSDT,1h,2026-01-05T23:00:00+00:00,506.74415252,510.92062527,505.0370987,509.4513119,1785.87917002,2026-01-05T23:59:59+00:00,907401.15628585,5242.0,760.44760798,386381.70508063
BNBUSDT,1h,2026-01-06T00:00:00+00:00,509.4513119,509.60230851,507.44805167,508.79005741,2280.50715375,2026-01-06T00:59:59+00:00,1161053.36348814,3440.0,1354.81756371,689765.64562262
BNBUSDT,1h,2026-01-06T01:00:00+00:00,508.79005741,509.75028397,508.22144584,509.09169724,6425.72519541,2026-01-06T01:59:59+00:00,3270314.2184067,7386.0,3601.41480946,1832907.21273834
BNBUSDT,1h,2026-01-06T02:00:00+00:00,509.09169724,509.37008475,503.45360134,504.22353033,2760.65808952,2026-01-06T02:59:59+00:00,1398708.44010611,6573.0,1585.56980886,803341.01584517
BNBUSDT,1h,2026-01-06T03:00:00+00:00,504.22353033,508.03459162,504.05988766,506.97696211,3934.5395253,2026-01-06T03:59:59+00:00,1989304.15274686,4282.0,1751.04834022,885330.47195409
BNBUSDT,1h,2026-01-06T04:00:00+00:00,506.97696211,509.88263101,501.76329197,502.88694418,5771.88917828,2026-01-06T04:59:59+00:00,2914411.27610567,4612.0,2495.03140189,1259821.07890879
BNBUSDT,1h,2026-01-06T05:00:00+00:00,502.88694418,503.41073555,501.41644566,502.86908975,5343.81706933,2026-01-06T05:59:59+00:00,2687288.13085047,6002.0,2800.62640313,1408373.45186429
BNBUSDT,1h,2026-01-06T06:00:00+00:00,502.86908975,506.48921418,502.52532879,503.16497179,3727.95414713,2026-01-06T06:59:59+00:00,1875224.42595233,3219.0,1903.10700125,957295.23301597
BNBUSDT,1h,2026-01-06T07:00:00+00:00,503.16497179,503.97487725,501.10125068,501.66672777,4621.69230298,2026-01-06T07:59:59+00:00,2322011.46582661,7070.0,2655.94459141,1334388.65886215
BNBUSDT,1h,2026-01-06T08:00:00+00:00,501.66672777,503.00538295,499.10852806,499.84661195,4203.0957755,2026-01-06T08:59:59+00:00,2104728.24364622,2662.0,2229.85876728,1116616.65056464
BNBUSDT,1h,2026-01-06T09:00:00+00:00,499.84661195,501.04217221,497.28904122,497.29809591,4839.63775802,2026-01-06T09:59:59+00:00,2412909.58919985,4139.0,2317.00377619,1155194.02676527
BNBUSDT,1h,2026-01-06T10:00:00+00:00,497.29809591,500.68274673,496.00592752,500.56170777,3984.83208128,2026-01-06T10:59:59+00:00,1988151.8791651,5906.0,2310.02025989,1152538.18151605
BNBUSDT,1h,2026-01-06T11:00:00+00:00,500.56170777,500.84434244,496.91147439,497.88018195,3621.63265994,2026-01-06T11:59:59+00:00,1807994.87842584,4217.0,1486.1723788,741928.37916495
BNBUSDT,1h,2026-01-06T12:00:00+00:00,497.88018195,497.90839747,496.38934245,496.9692677,6933.35408801,2026-01-06T12:59:59+00:00,3448821.74933784,5913.0,3003.39917283,1493965.00708093
BNBUSDT,1h,2026-01-06T13:00:00+00:00,496.9692677,497.62635633,495.73842405,496.60458134,6002.07033696,2026-01-06T13:59:59+00:00,2981750.06344734,6973.0,2589.63108182,1286494.86077717
BNBUSDT,1h,2026-01-06T14:00:00+00:00,496.60458134,496.79838376,494.00489143,494.30204575,3941.02904576,2026-01-06T14:59:59+00:00,1952595.89949843,2285.0,1589.63443078,787589.6460526
BNBUSDT,1h,2026-01-06T15:00:00+00:00,494.30204575,494.65122385,493.9433055,494.5177039,5501.37359029,2026-01-06T15:59:59+00:00,2719933.42813409,3210.0,2466.99710416,1219707.72945666
BNBUSDT,1h,2026-01-06T16:00:00+00:00,494.5177039,496.35640542,492.92150914,495.9970696,4627.9181698,2026-01-06T16:59:59+00:00,2292010.65885729,4584.0,1894.86217311,938444.48809834
BNBUSDT,1h,2026-01-06T17:00:00+00:00,495.9970696,496.95955474,493.15644318,495.34586824,5385.23128556,2026-01-06T17:59:59+00:00,2669305.50177536,4297.0,2205.69921628,1093302.17052569
BNBUSDT,1h,2026-01-06T18:00:00+00:00,495.34586824,495.83936329,492.31433326,494.0373198,2585.88390746,2026-01-06T18:59:59+00:00,1279215.03213185,5484.0,1437.00049152,710872.06376118
BNBUSDT,1h,2026-01-06T19:00:00+00:00,494.0373198,494.5125024,488.1742332,489.00636129,4434.53894433,2026-01-06T19:59:59+00:00,2179672.74390149,4779.0,2389.80762353,1174642.64167289
BNBUSDT,1h,2026-01-06T20:00:00+00:00,489.00636129,489.96344835,480.81998759,481.0534955,3035.16854134,2026-01-06T20:59:59+00:00,1472147.58027526,4503.0,1588.53341938,770486.2506571
BNBUSDT,1h,2026-01-06T21:00:00+00:00,481.0534955,481.73923956,477.3287104,477.36318646,4373.72181642,2026-01-06T21:59:59+00:00,2095923.97556767,7180.0,2550.93679576,1222430.18984553
BNBUSDT,1h,2026-01-06T22:00:00+00:00,477.36318646,478.52499884,473.67552294,474.02489205,3903.49924077,2026-01-06T22:59:59+00:00,1856871.32107539,4938.0,2150.00236455,1022743.30920325
BNBUSDT,1h,2026-01-06T23:00:00+00:00,474.02489205,479.0644203,473.31504813,477.777546,3883.24087588,2026-01-06T23:59:59+00:00,1848039.06658744,6050.0,1684.47961153,801645.90054479
BNBUSDT,1h,2026-01-07T00:00:00+00:00,477.777546,478.42562369,472.85358686,474.54194097,6442.11858344,2026-01-07T00:59:59+00:00,3067477.53217751,7266.0,3023.6885455,1439758.76219875
BNBUSDT,1h,2026-01-07T01:00:00+00:00,474.54194097,475.50617966,474.24515414,474.78450205,6500.42126718,2026-01-07T01:59:59+00:00,3085510.89983993,5343.0,3092.00038106,1467658.86177592
BNBUSDT,1h,2026-01-07T02:00:00+00:00,474.78450205,477.82263592,473.4824575,476.53729937,5184.9693896,2026-01-07T02:59:59+00:00,2466287.21000243,4476.0,2276.07180483,1082638.36476414
BNBUSDT,1h,2026-01-07T03:00:00+00:00,476.53729937,477.24198768,473.20798568,474.21926731,5234.08716233,2026-01-07T03:59:59+00:00,2488171.37007994,5245.0,2544.52032616,1209609.70457288
BNBUSDT,1h,2026-01-07T04:00:00+00:00,474.21926731,477.77286194,473.59105115,477.14972247,5158.82770297,2026-01-07T04:59:59+00:00,2453974.35012222,5009.0,2132.67281089,1014479.3888181
BNBUSDT,1h,2026-01-07T05:00:00+00:00,477.14972247,479.60294768,470.77134924,472.4647041,1424.01267395,2026-01-07T05:59:59+00:00,676131.48940716,2486.0,635.84246651,301902.5896148
BNBUSDT,1h,2026-01-07T06:00:00+00:00,472.4647041,473.75102103,472.41052081,472.92310544,5259.69694826,2026-01-07T06:59:59+00:00,2486226.68838124,4950.0,2957.62050923,1398049.18733643
BNBUSDT,1h,2026-01-07T07:00:00+00:00,472.92310544,476.30581675,472.65633208,476.26748306,4671.29324376,2026-01-07T07:59:59+00:00,2216973.79153354,3014.0,2117.06235433,1004747.83099361
BNBUSDT,1h,2026-01-07T08:00:00+00:00,476.26748306,482.00858267,475.78408121,481.92618542,5240.82270076,,2510861.5647472,4166.0,3087.16458938,1479050.78155024
BNBUSDT,1h,2026-01-07T09:00:00+00:00,481.92618542,488.42482123,480.97754567,486.79040759,5327.70984624,2026-01-07T09:59:59+00:00,2580520.46539666,3693.0,2190.84500374,1061153.95391624
BNBUSDT,1h,2026-01-07T10:00:00+00:00,486.79040759,487.47612004,486.39952107,486.94249987,4952.23161691,2026-01-07T10:59:59+00:00,2411075.44535702,4810.0,2273.33971365,1106812.84449932
BNBUSDT,1h,2026-01-07T11:00:00+00:00,486.94249987,488.24050045,486.37139702,487.79386157,1858.69247466,2026-01-07T11:59:59+00:00,905867.56989627,4848.0,749.26657452,365168.6873008
BNBUSDT,1h,2026-01-07T12:00:00+00:00,487.79386157,489.00225632,485.25624341,487.26967118,5005.03387824,2026-01-07T12:59:59+00:00,2440113.00743981,5182.0,2964.29109544,1445186.07381747
BNBUSDT,1h,2026-01-07T13:00:00+00:00,487.26967118,488.49424326,485.3294434,485.97204573,4550.43161609,2026-01-07T13:59:59+00:00,2214334.93937528,5339.0,2461.95415844,1198038.24606196
BNBUSDT,1h,2026-01-07T14:00:00+00:00,485.97204573,486.57054248,484.30970141,485.55037273,4844.54113262,2026-01-07T14:59:59+00:00,2353290.15874803,4541.0,2778.86458871,1349864.62289829
BNBUSDT,1h,2026-01-07T15:00:00+00:00,485.55037273,488.50121251,485.35568188,488.05308425,3797.31812249,2026-01-07T15:59:59+00:00,1848541.02565047,2878.0,1950.25383773,949386.93919657
BNBUSDT,1h,2026-01-07T16:00:00+00:00,488.05308425,491.56179607,487.85838468,491.24056346,4104.39187053,2026-01-07T16:59:59+00:00,2009702.4432634,4627.0,1994.50145744,976601.30381058
BNBUSDT,1h,2026-01-07T17:00:00+00:00,491.24056346,494.08950263,491.20645928,493.60343741,4309.50057627,2026-01-07T17:59:59+00:00,2122092.89465135,4563.0,1941.226982,955902.87377663
BNBUSDT,1h,2026-01-07T18:00:00+00:00,493.60343741,493.71485701,492.18688379,493.03975262,6621.46152638,2026-01-07T18:59:59+00:00,3266509.96154633,4842.0,2869.74406377,1415706.71883258
BNBUSDT,1h,2026-01-07T19:00:00+00:00,493.03975262,493.04253077,488.21077765,490.18810882,5690.58585461,2026-01-07T19:59:59+00:00,2797571.28009967,5712.0,2899.51951104,1425444.18403049
BNBUSDT,1h,2026-01-07T20:00:00+00:00,490.18810882,490.80651436,488.90873925,489.4967216,2819.47581847,2026-01-07T20:59:59+00:00,1381098.84453837,6027.0,1513.18478209,741222.08831621
BNBUSDT,1h,2026-01-07T21:00:00+00:00,489.4967216,489.89081155,481.97283398,482.68500802,4284.05145678,2026-01-07T21:59:59+00:00,2082438.27751786,6340.0,2408.08569785,1170548.45940472
BNBUSDT,1h,2026-01-07T22:00:00+00:00,482.68500802,483.1271663,479.80880997,480.7578185,3542.01064204,2026-01-07T22:59:59+00:00,1706262.37226768,7019.0,1937.4416165,933307.11361021
BNBUSDT,1h,2026-01-07T23:00:00+00:00,480.7578185,482.42718379,477.74120877,480.20179473,2480.78267487,2026-01-07T23:59:59+00:00,1191965.97986999,5267.0,1192.52192603,572982.70439934
BNBUSDT,1h,2026-01-08T00:00:00+00:00,480.20179473,480.28786732,477.7553875,478.42446536,5491.89501315,2026-01-08T00:59:59+00:00,2632337.38861874,4963.0,2413.97455631,1157049.70042958
BNBUSDT,1h,2026-01-08T01:00:00+00:00,478.42446536,479.09562506,475.89221053,476.7401256,4668.51546555,2026-01-08T01:59:59+00:00,2229600.33252254,4812.0,2280.63633782,1089191.5373696
BNBUSDT,1h,2026-01-08T02:00:00+00:00,476.7401256,480.48952007,476.04816139,479.08793917,5762.82369918,2026-01-08T02:59:59+00:00,2754134.31200472,4888.0,2398.69637091,1146370.65509145
BNBUSDT,1h,2026-01-08T03:00:00+00:00,479.08793917,479.52562502,477.16230457,479.26160768,4864.41474269,2026-01-08T03:59:59+00:00,2330904.83218025,6072.0,2488.52157951,1192436.76402979
BNBUSDT,1h,2026-01-08T04:00:00+00:00,479.26160768,480.57154744,477.58840449,477.90566719,5614.306923,2026-01-08T04:59:59+00:00,2686915.42890137,7481.0,2669.21573126,1277442.97377191
BNBUSDT,1h,2026-01-08T05:00:00+00:00,477.90566719,478.48834169,477.27656716,478.31942056,3708.33964718,2026-01-08T05:59:59+00:00,1773003.70226442,5032.0,1724.91021804,824701.21230492
BNBUSDT,1h,2026-01-08T06:00:00+00:00,478.31942056,480.1746778,477.47911444,479.79175486,4267.00918846,2026-01-08T06:59:59+00:00,2044134.59452882,7216.0,1757.56481612,841971.24592115
BNBUSDT,1h,2026-01-08T07:00:00+00:00,479.79175486,484.12096327,479.37566086,483.43355965,5522.37398718,2026-01-08T07:59:59+00:00,,5416.0,2696.12274405,1298486.83903526
BNBUSDT,1h,2026-01-08T08:00:00+00:00,483.43355965,484.12839249,481.08928343,482.59526254,6453.2778627,2026-01-08T08:59:59+00:00,3117026.20648326,3992.0,2855.15421143,1379080.63001904
BNBUSDT,1h,2026-01-08T09:00:00+00:00,482.59526254,483.09042991,478.07732735,480.24028143,4640.03643319,2026-01-08T09:59:59+00:00,2233796.00159189,7725.0,2203.02873244,1060577.18398928
BNBUSDT,1h,2026-01-08T10:00:00+00:00,480.24028143,480.26940499,479.55596131,479.58865622,5466.61850903,,2623509.31803008,5766.0,3226.37418516,1548383.65329852
BNBUSDT,1h,2026-01-08T11:00:00+00:00,479.58865622,485.46477865,478.02072278,484.73390529,3911.47492945,2026-01-08T11:59:59+00:00,1885961.76162462,6751.0,1716.73995777,827745.53676303
BNBUSDT,1h,2026-01-08T12:00:00+00:00,484.73390529,488.31424116,483.28061128,487.6801357,3189.3551914,2026-01-08T12:59:59+00:00,1550686.88490714,3393.0,1729.69213019,840988.45699086
BNBUSDT,1h,2026-01-08T13:00:00+00:00,487.6801357,488.94195518,486.97103144,487.17650311,4238.33500071,2026-01-08T13:59:59+00:00,2065884.50647254,5767.0,1884.60917006,918611.88050088
BNBUSDT,1h,2026-01-08T14:00:00+00:00,487.17650311,491.25488662,486.55281355,491.01870971,4571.20343108,2026-01-08T14:59:59+00:00,2235764.65655919,3548.0,2732.7121208,1336562.95729399
BNBUSDT,1h,2026-01-08T15:00:00+00:00,491.01870971,491.3286977,489.04306864,489.25786799,5794.51394103,2026-01-08T15:59:59+00:00,2840113.14778164,1247.0,3182.33379457,1559783.640624
BNBUSDT,1h,2026-01-08T16:00:00+00:00,489.25786799,492.28854131,488.23387699,492.00950338,2993.37016539,2026-01-08T16:59:59+00:00,1468648.23685796,5642.0,1688.47720987,828423.79667029
BNBUSDT,1h,2026-01-08T17:00:00+00:00,492.00950338,492.92389661,486.04119279,487.52249509,1666.90150876,2026-01-08T17:59:59+00:00,816391.68306387,2959.0,774.76252488,379452.34216651
BNBUSDT,1h,2026-01-08T18:00:00+00:00,487.52249509,488.84535325,483.18618413,483.27961287,2401.9350659,2026-01-08T18:59:59+00:00,1165901.81258232,5495.0,1113.5397611,540513.37368836
BNBUSDT,1h,2026-01-08T19:00:00+00:00,483.27961287,484.76122472,483.07626112,484.61682386,4107.18427477,2026-01-08T19:59:59+00:00,1987664.51226938,4403.0,1801.77823436,871967.36640739
BNBUSDT,1h,2026-01-08T20:00:00+00:00,484.61682386,485.8208329,483.51797942,483.98452213,1287.64714523,2026-01-08T20:59:59+00:00,623608.37901424,5079.0,735.92925836,356411.03509826
BNBUSDT,1h,2026-01-08T21:00:00+00:00,483.98452213,487.04003526,482.82325451,485.2017528,4319.61835866,2026-01-08T21:59:59+00:00,2093257.41307012,4278.0,2040.68164685,988900.32181143
BNBUSDT,1h,2026-01-08T22:00:00+00:00,485.2017528,486.85612929,484.77474654,485.81329282,7073.68650492,2026-01-08T22:59:59+00:00,3434328.01213863,5719.0,4243.89089306,2060440.95456447
BNBUSDT,1h,2026-01-08T23:00:00+00:00,485.81329282,486.74510367,484.43978009,484.66416849,6752.77623135,2026-01-08T23:59:59+00:00,3276708.56690213,2596.0,3693.18817022,1792077.93979107
BNBUSDT,1h,2026-01-09T00:00:00+00:00,484.66416849,485.69985653,481.90064134,481.99298842,3256.83606418,2026-01-09T00:59:59+00:00,error,4402.0,1404.49141931,678830.84114693
BNBUSDT,1h,2026-01-09T01:00:00+00:00,481.99298842,482.41980802,481.19842956,482.1860123,4053.24728927,2026-01-09T01:59:59+00:00,1954027.96052984,3582.0,2197.61308257,1059446.19296712
BNBUSDT,1h,2026-01-09T02:00:00+00:00,482.1860123,482.58691696,481.54542964,481.91357679,3574.06526533,2026-01-09T02:59:59+00:00,1722877.4268476,5440.0,1784.27188752,860107.89679639
BNBUSDT,1h,2026-01-09T03:00:00+00:00,481.91357679,486.16697742,480.96819124,485.00872636,3142.50764923,2026-01-09T03:59:59+00:00,1519280.36693083,5594.0,1633.99478701,789973.00139519
BNBUSDT,1h,2026-01-09T04:00:00+00:00,485.00872636,487.28485485,483.1828032,486.68891551,2543.35796312,2026-01-09T04:59:59+00:00,1235687.4675909,4226.0,1509.47645422,733377.35550635
BNBUSDT,1h,2026-01-09T05:00:00+00:00,486.68891551,486.88640146,484.84018453,485.50074817,4234.97969667,2026-01-09T05:59:59+00:00,2058601.74349653,5269.0,2339.42568862,1137182.73670706
BNBUSDT,1h,2026-01-09T06:00:00+00:00,485.50074817,488.37120578,485.16234209,486.58626453,2197.95700679,2026-01-09T06:59:59+00:00,1068302.73038635,4040.0,895.03093055,435023.97177617
BNBUSDT,1h,2026-01-09T07:00:00+00:00,486.58626453,486.71747213,485.63907081,485.72735954,2174.90725757,2026-01-09T07:59:59+00:00,1057345.97880879,4710.0,931.008804,452616.27212914
BNBUSDT,1h,2026-01-09T08:00:00+00:00,485.72735954,486.19570843,481.99417719,482.37212471,5203.10863936,2026-01-09T08:59:59+00:00,2518563.39513235,4335.0,2239.68427308,1084118.59482632
BNBUSDT,1h,2026-01-09T09:00:00+00:00,482.37212471,482.78501253,479.00454096,481.22909901,4993.24707237,2026-01-09T09:59:59+00:00,2405749.49463927,4591.0,2569.55844093,1238014.82905407
BNBUSDT,1h,2026-01-09T10:00:00+00:00,481.22909901,481.35672547,480.60444087,480.61604622,6417.23452091,2026-01-09T10:59:59+00:00,3086192.93488189,8504.0,2933.3982809,1410737.44775935
BNBUSDT,1h,2026-01-09T11:00:00+00:00,480.61604622,482.85997071,478.69925076,481.50517414,4926.55991206,2026-01-09T11:59:59+00:00,2369973.91740196,5569.0,2436.07549102,1171899.9621639
BNBUSDT,1h,2026-01-09T12:00:00+00:00,481.50517414,482.28349671,478.48278963,480.52532197,2841.93140492,2026-01-09T12:59:59+00:00,1367012.33970302,4639.0,1348.77924212,648783.38172575
BNBUSDT,1h,2026-01-09T13:00:00+00:00,480.52532197,481.58131939,479.70798173,480.96528101,5415.46089845,2026-01-09T13:59:59+00:00,2603457.38234744,5396.0,2411.82935439,1159475.63012372
BNBUSDT,1h,2026-01-09T14:00:00+00:00,480.96528101,481.64438217,478.74327747,479.47223865,2592.89697617,2026-01-09T14:59:59+00:00,1245157.77027353,5754.0,1463.52095255,702810.21682418
BNBUSDT,1h,2026-01-09T15:00:00+00:00,479.47223865,481.11991309,478.28148375,479.91936004,5381.94876739,2026-01-09T15:59:59+00:00,2581698.21601612,6930.0,2233.81735405,1071552.80124562
BNBUSDT,1h,2026-01-09T16:00:00+00:00,error,480.52492464,478.01148434,478.99779205,2289.31089874,2026-01-09T16:59:59+00:00,1097629.74363392,2796.0,1348.23622496,646423.42059316
BNBUSDT,1h,2026-01-09T17:00:00+00:00,478.99779205,481.02801507,478.13736556,479.94295953,3531.32838623,2026-01-09T17:59:59+00:00,1693167.34839104,4124.0,1895.21600862,908699.93186047
BNBUSDT,1h,2026-01-09T18:00:00+00:00,479.94295953,482.78836346,479.5800984,481.96325559,4772.57659619,2026-01-09T18:59:59+00:00,2295385.54500633,4270.0,2107.11611958,1013424.04570199
BNBUSDT,1h,2026-01-09T19:00:00+00:00,481.96325559,482.72105485,479.0624747,479.31325097,2962.18727906,2026-01-09T19:59:59+00:00,1423740.51969341,4601.0,1294.22318853,622053.17268829
BNBUSDT,1h,2026-01-09T20:00:00+00:00,479.31325097,484.22249243,478.68382121,484.15705927,3761.05253608,2026-01-09T20:59:59+00:00,1811831.22688007,7603.0,2212.79318514,1065980.2682911
BNBUSDT,1h,2026-01-09T21:00:00+00:00,484.15705927,484.40360718,480.2695333,480.77261777,4976.60356323,2026-01-09T21:59:59+00:00,2401036.23451487,5303.0,2688.80916386,1297255.87905554
BNBUSDT,1h,2026-01-09T22:00:00+00:00,480.77261777,484.17405779,479.8205854,483.83524735,6183.40648731,2026-01-09T22:59:59+00:00,2982281.26545084,7141.0,3658.22329881,1764375.48320027
BNBUSDT,1h,2026-01-09T23:00:00+00:00,483.83524735,485.45607602,482.89360466,485.17050238,4406.28927659,2026-01-09T23:59:59+00:00,2134859.82198811,3806.0,2508.36402763,1215309.582593
BNBUSDT,1h,2026-01-10T00:00:00+00:00,485.17050238,487.25141031,484.63454563,487.23563617,4611.98364069,2026-01-10T00:59:59+00:00,2242360.60155032,3691.0,2741.67127629,1333008.98947525
BNBUSDT,1h,2026-01-10T01:00:00+00:00,487.23563617,487.67239191,483.20098623,486.19953585,5398.73073358,2026-01-10T01:59:59+00:00,2627657.19015533,2572.0,2572.47085216,1252066.80323952
BNBUSDT,1h,2026-01-10T02:00:00+00:00,486.19953585,486.60936056,484.20537981,485.47038236,6940.55901411,2026-01-10T02:59:59+00:00,3371966.20476376,5856.0,3462.98113901,1682437.30004222
BNBUSDT,1h,2026-01-10T03:00:00+00:00,485.47038236,486.58723732,484.48513672,485.2445876,3604.52125098,2026-01-10T03:59:59+00:00,1749481.36893305,4395.0,2076.14255689,1007671.32987239
BNBUSDT,1h,2026-01-10T04:00:00+00:00,485.2445876,485.76285187,479.98755376,480.4574798,772.01138452,2026-01-10T04:59:59+00:00,372766.49504442,3141.0,427.99414101,206657.41340316
BNBUSDT,1h,2026-01-10T05:00:00+00:00,480.4574798,480.49491643,479.80514676,480.09425409,5270.50413769,2026-01-10T05:59:59+00:00,2531295.94396138,3012.0,2898.53621828,1392096.99510527
BNBUSDT,1h,2026-01-10T06:00:00+00:00,480.09425409,481.30407369,479.10580071,480.69268409,3140.85545479,2026-01-10T06:59:59+00:00,1508846.447841,6676.0,1799.9871004,864702.0474821
BNBUSDT,1h,2026-01-10T07:00:00+00:00,480.69268409,481.23445403,479.23383809,479.43562594,2590.5525452,2026-01-10T07:59:59+00:00,1243631.41864045,4319.0,1236.17781363,593444.65755154
BNBUSDT,1h,2026-01-10T08:00:00+00:00,479.43562594,485.71027203,477.62600888,484.82666709,5695.59882844,2026-01-10T08:59:59+00:00,2746025.59325102,5233.0,2953.80261187,1424120.23984544
BNBUSDT,1h,2026-01-10T09:00:00+00:00,484.82666709,489.42746436,483.96464448,489.35236025,4563.06243493,2026-01-10T09:59:59+00:00,2222619.86228049,6725.0,2078.8307433,1012576.65575973
BNBUSDT,1h,2026-01-10T10:00:00+00:00,489.35236025,489.56883253,485.95885627,487.05329633,5894.63948656,2026-01-10T10:59:59+00:00,2877779.6691081,4750.0,2835.55152292,1384324.27326072
BNBUSDT,1h,2026-01-10T11:00:00+00:00,487.05329633,494.27558161,485.50765396,494.15480367,5522.21410004,2026-01-10T11:59:59+00:00,2709220.6024485,4217.0,3018.83483514,1481052.59639885
BNBUSDT,1h,2026-01-10T12:00:00+00:00,494.15480367,496.91375806,489.4149546,489.49790396,4820.67111258,2026-01-10T12:59:59+00:00,2370933.09623573,6750.0,2530.47780267,1244555.67109511
BNBUSDT,1h,2026-01-10T13:00:00+00:00,489.49790396,489.81640106,488.51193938,489.58726654,3401.44290782,2026-01-10T13:59:59+00:00,1665151.15467945,5722.0,1489.43709001,729142.88361117
BNBUSDT,1h,2026-01-10T14:00:00+00:00,489.58726654,489.98801928,483.42963729,485.40430451,4941.46623476,2026-01-10T14:59:59+00:00,2408943.96377049,4906.0,2191.77079653,1068479.02615239
BNBUSDT,1h,2026-01-10T15:00:00+00:00,485.40430451,489.1683195,484.52625392,488.70591275,3273.77876303,not_a_date,1594510.67107112,4299.0,1642.2162737,799849.82558829
